RegionID,SizeRank,RegionName,RegionType,StateName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20
394693,509,"Hudson, NY",Msa,NY,99417,99023,98752,98292,97986,97827,97687,97582,97436,97278,97142,96970,97205,97777,98461,98701,98775,98813,98962,99060,99195,99435,99859,100485,100729,100571,100250,100373,100646,100857,100939,101175,101512,101877,102010,102093,101925,101983,102083,102459,102878,103265,103893,104555,105435,106220,107052,107696,108476,109439,110499,111434,112136,113044,113790,114450,114840,115338,115970,116802,117837,118690,119494,120106,120965,121764,122642,123392,124165,124908,125842,126841,127906,129042,130198,131418,132585,133838,135150,136277,137323,138256,139511,140828,142163,143258,144356,145507,146332,146939,147475,149100,151186,153598,154908,156173,157320,159173,161007,162759,164900,167174,170480,172394,173995,174305,175921,178027,180695,183429,185899,188365,189984,191436,191031,192254,193560,196923,199209,200615,200905,199059,197884,197180,198664,200971,202985,203921,204170,204549,205633,207026,208779,211973,214727,217332,218617,218986,220828,221969,224044,224673,224139,222519,220713,219872,219566,218536,217179,215807,214130,213117,211953,210987,210361,210209,210297,209684,208559,207490,206549,205815,205002,204164,203010,201769,200800,200554,200644,200781,200784,201118,201470,201646,201563,201409,201376,201710,201981,202038,201701,201232,200808,200367,199850,199303,199183,199279,199505,199654,199928,200110,200171,200139,200303,200388,200561,201030,201248,201522,201540,201689,201789,201878,202125,202413,202689,202996,203476,203890,204366,204585,205117,205537,206123,206551,207077,207666,208198,208806,209280,209733,210210,210884,211457,212227,213040,213934,214399,214730,215138,215596,215750,215700,215732,215792,216004,216710,217251,217836,217968,218780,219656,220421,220553,220658,221113,221570,221968,220563,219191,218096,219096,219694,219368,218777,220122,222935,224476,225269,225567,227252,228623,229696,229566,229593,230861,233612,235442,236356,237765,240901,244296,246423,248718,250732,253282,254034,255445,255167,255911,255366,255890,255157,254550,254668,254895,255467,255834,257588,258422,259882,260720
395105,510,"Somerset, KY",Msa,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77079,77534,77862,78510,78991,79457,79767,79903,80103,80225,80621,80808,81164,81272,81374,81460,81687,81955,82453,83136,83717,84296,84466,84836,85041,85352,85777,86200,86700,87021,87249,87604,87890,88336,88553,89026,89159,89363,89287,89279,89284,89450,89567,89330,89016,88553,88511,88057,88036,87805,87971,88205,88320,88213,88027,88074,88514,88854,89241,89432,89430,89416,89136,88957,88837,88987,89088,89067,89019,89053,89064,89265,89505,89820,90302,90522,90744,90829,91259,91443,91437,91076,90921,90828,91189,91730,92139,92632,93149,93883,94377,95559,96109,97573,98522,100016,100572,100891,101407,101802,102152,101898,101959,101810,102255,102294,102437,102308,102410,102295,102016,101843,101589,101684,101594,101527,101469,101219,100848,100223,99781,99710,99607,99596,99734,99740,99702,99365,99144,98745,98507,98343,98289,98203,98078,97841,97834,97592,97278,96976,97041,97515,98050,98407,98812,99238,100031,100458,100503,101680,103010,104516,104550,104608,104564,104695,104667,104813,104602,105151,105351,104842,104239,103665,104260,104533,104727,105080,105345,105785,105544,104861,104904,105390,105849,105899,105755,105572,105562,105459,105432,104557,104865,105801,106554,105754,104840,104483,104875,105296,105946,106336,106954,107679,108407,108596,109242,111063,112949,114241,114304,114672,114814,115427,115822,116533,116747,116819,116016,115313,114823,115123,115668,116233,116805,117288,117780,118274,118775,119387,120295,120998,121774,122487,123664,124539,125070,125355,125632,126253,126859,127755,128576,129375,129873,130069,130227,130546,131244,132008,132627,132994,133323,133854,134347,135051,135922,136732,137297,137898,138550,139354,140013,140632,141234,141424,141563,141514,141382,141345,141301,141101
394496,511,"Coos Bay, OR",Msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117187,116846,117166,118060,119802,121815,123729,125608,127385,129284,131398,133703,135997,139120,142225,145158,147306,149326,151714,154150,156944,159761,162528,165075,167637,170332,172955,175131,176689,178046,179421,180908,182308,183497,184524,185434,186373,187101,187663,188131,188261,188146,187723,187844,187974,188237,187929,187617,187054,186439,185647,184672,183842,183079,182381,181328,180019,178495,177164,175880,174534,173064,171500,170055,168568,167001,165477,163923,162615,161246,160129,159070,158411,157907,157516,157045,156441,155841,155012,154183,153147,152376,151504,150604,149577,148579,147530,146529,145848,145370,145064,144716,144619,144472,144351,144184,144083,143952,144054,144120,144258,144491,144939,145618,146239,146899,147631,148529,149501,150541,151583,152727,153842,154871,155915,156935,157994,159085,160264,161477,162484,163378,164087,164965,165808,166752,167574,168429,169273,170133,170944,171661,172590,173655,174977,176142,177348,178399,179415,180339,181317,182325,183477,184653,186137,187489,188736,189618,190422,191314,192271,193267,194178,195029,195585,196170,197580,199259,200829,201452,201850,202220,202448,202834,203158,204001,204919,206284,204408,202730,200705,201920,203140,204385,205369,206299,207755,209267,210435,210953,212931,214863,217114,217713,218603,219460,220669,221803,222639,223250,224216,225516,227148,228714,230289,231820,233240
395199,512,"Walla Walla, WA",Msa,WA,94790,94807,94798,94849,94895,94989,95075,95274,95486,95776,96012,96287,96734,97285,97932,98376,98959,99549,100237,100727,101240,101734,102336,102947,103736,104342,104882,105230,105522,105839,106023,106373,106695,107005,107326,107622,107178,106800,106444,107019,107473,107822,108389,108937,109567,109990,110412,110794,111370,111957,112538,112730,112963,113302,113572,113802,113990,114334,114724,115139,115758,116318,116815,117207,117629,118025,118355,118716,119050,119318,119644,120049,120483,120856,121289,121733,122142,122496,122783,123052,123317,123642,124041,124426,124808,125064,125264,125412,125647,125900,126275,127069,128274,129705,130767,131527,132198,133178,134445,135813,137349,138866,140497,141608,143160,144642,147064,148918,151124,153167,155582,157931,159545,161035,162290,164424,164635,164880,163075,164098,164811,166528,166730,167074,168181,170168,171992,172795,174206,175705,178987,180111,181147,181258,182878,185240,187899,189740,191878,193356,195419,196953,198491,200078,201302,202129,202078,200494,198294,196041,194174,193081,191754,189954,187686,185464,183956,182439,180938,179677,178364,176992,175433,173936,172599,171667,170737,169885,169003,168372,167917,167573,167186,166864,166255,165766,164991,164481,163798,163086,161924,160866,159761,158900,158202,157711,157374,156973,156723,156497,156344,156249,156352,156503,156824,157103,157465,157772,158163,158587,159187,159797,160591,161500,162500,163494,164391,165335,166242,167229,168244,169366,170411,171428,172370,173216,174106,175053,176155,177257,178342,179376,180410,181431,182435,183456,184540,185759,187028,188287,189589,190936,192361,193807,195256,196749,198325,199959,201716,203418,205262,206998,208523,209912,211333,212978,214666,216356,218113,219873,221781,223817,225588,227428,229212,231283,233303,235283,237365,239432,241480,243468,245192,247158,249076,251083,253003,254920,256562,257760,258581,259374,260111,260866,262210,262798,263547,263874,264908,266249,267467,268904,270072,271377,272594,273676,274233,275078,275735,276520,276667,276350,276100
395071,513,"Sayre, PA",Msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75416,76258,77377,79327,81216,82627,83809,84833,85739,86501,87146,87752,88271,88715,88769,88826,88821,89188,89606,90008,90381,90658,90909,90993,91138,91360,91442,91440,91287,91296,91398,91536,91705,91919,92069,92178,92104,92072,91962,91763,91644,91660,91662,91623,91335,91189,90987,90885,90681,90456,90227,90052,89828,89538,89260,88971,88930,88785,88818,88775,88879,88979,89210,89460,89700,89836,89965,89790,89594,89359,89506,89850,89979,90027,89894,90144,90428,90868,91293,92565,93863,95260,95756,96033,96928,98033,99510,100270,101020,101580,102249,102611,102990,103434,104060,104681,104920,105146,105116,105229,105465,105868,106175,106049,105985,105857,106100,106397,106798,107038,107176,107509,107894,108235,108601,109356,110111,110943,111415,111827,112042,112392,112895,113392,113900,114346,114745,114904,114916,114815,115072,115571,116227,116850,117506,118192,118647,119150,119677,120299,120898,121533,122121,122485,122731,122869,122963,123143,123371,123749,124222,124743,125300,125840,126400,127049,127661,128474,129209,129796,130237,130722,131061,131409,131728,132332,132823,133424,133921,134299,134628,134999,135582,135956,136434,136854,137272,137461,137715,137866,138119,138369,138681,138984
394939,514,"Oneonta, NY",Msa,NY,56261,55880,55666,55288,55102,54913,54695,54472,54348,54261,54189,54087,54364,54877,55322,55384,55317,55329,55410,55469,55495,55526,55693,55999,56037,55908,55802,55831,55799,55801,55858,56011,56069,56224,56264,56197,55675,55218,54849,55087,55374,55581,55830,56222,56666,56880,56975,57168,57643,58288,58882,59227,59567,60055,60555,60866,61160,61485,61954,62410,62967,63444,63910,64276,64675,65034,65442,65802,66171,66606,67199,67773,68371,68895,69515,70139,70814,71447,72045,72541,72973,73347,73866,74510,75223,75843,76402,76950,77258,77518,77645,78432,79435,80759,81502,82166,82683,83476,84354,85292,86568,87841,89180,89839,90460,90991,92171,93199,94272,95127,96288,97496,98382,99285,100553,102336,104003,105215,105950,106749,107368,108611,109223,109961,110617,111920,112902,113534,113688,114220,114786,116051,117769,118814,119923,120651,122267,123159,123824,124172,125297,126566,127735,127927,127674,127445,127298,127144,126543,125938,125628,125511,125245,124613,124066,123663,123304,122900,122427,122019,121414,120825,120180,119585,118913,118368,117992,117860,117894,118043,118257,118508,118645,118883,118946,119117,119140,119086,118920,118660,118445,118153,117841,117496,117334,117165,117212,117236,117336,117445,117515,117584,117544,117550,117647,117746,117848,117931,117965,117998,118155,118403,118729,118970,119242,119476,119743,119979,120227,120487,120737,120936,121097,121322,121566,121887,122160,122548,122891,123411,123870,124333,124816,125385,125893,126346,126585,126899,127210,127668,128069,128370,128655,128981,129301,129604,129908,130152,130759,131338,132093,132517,133099,133500,134003,134421,134905,135369,135880,136483,136920,137315,137498,137783,138003,138576,139104,139752,140264,140826,141350,141872,142358,142838,143367,144086,144781,145377,145892,146355,146797,147183,147578,147952,148179,148441,148833,149554,150189,150701,151004,151403,151886,152388,152869,153323,153910,154462,154907,154971,155103,155290,155666
394605,515,"Fort Madison, IA",Msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65974,66514,66679,67573,68483,69663,70418,70821,70950,71051,71284,71584,71806,71885,72250,72297,72178,71673,71611,71914,72437,72843,72933,72906,72929,73008,73252,73295,73436,73350,73364,73337,73416,73540,73683,73679,73620,73437,73297,73151,72933,72852,72767,72853,72870,72974,73110,73244,73307,73320,73295,73197,73140,73042,72965,72785,72552,72297,72092,71993,71996,72059,72095,72225,72368,72376,72386,72424,72489,72532,72571,72680,72763,72624,72543,72523,72683,73136,73461,73785,73879,74139,74232,74302,74215,74714,75191,75611,75594,75487,75405,75261,75254,75209,75397,75557,75952,76018,76052,75860,75884,75739,75873,76078,76339,76391,76305,76202,76077,75982,76035,76305,76566,76941,77172,77531,77737,77934,78013,78263,78432,78584,78588,78716,78900,79030,79132,79051,79540,80125,80851,81124,81473,81866,82330,82597,82884,83173,83526,83960,84123,84263,84411,84760,85090,85420,85711,86190,86546,86988,87247,87500,87527,87647,87814,88161,88456,88690,88963,89043,89093,89105,89256,89379,89529,89669,89978,90241,90478,90641,90798,91093,91414,91661,91839,91986,92213,92360,92306,92127,91952,91813,91614
394360,516,"Baraboo, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158392,159088,159992,161559,163386,165061,166828,168334,169558,170528,171238,171692,172171,172793,173275,173502,173164,173196,173177,173136,173157,173085,173380,173637,173843,174085,174405,175297,176028,176104,175676,175542,175585,175981,175982,176303,176302,176043,175423,174622,174037,173501,173005,172533,172110,171804,171576,171263,170905,170625,170082,169455,168543,167883,167178,166389,165609,164873,164337,163864,163566,163193,163001,162813,162786,162640,162439,162209,161972,161589,161020,160265,159545,158896,158369,157847,157471,157196,157091,156939,156708,156481,156313,156254,156179,156162,156136,156119,156016,155853,155704,155645,155620,155626,155621,155601,155493,155344,155223,155167,155103,155089,155039,155017,155039,155067,155118,155230,155439,155780,156071,156446,156808,157231,157645,158016,158369,158736,159217,159715,160308,160787,161324,161690,162117,162467,162892,163352,163941,164571,165058,165613,166105,166669,167168,167795,168552,169367,170105,170919,171591,172264,172783,173608,174439,175247,175948,176720,177790,178764,179655,180355,181126,182232,183775,184312,184847,185490,186613,187538,187106,186373,185676,185225,185515,185593,186125,186880,187758,189752,191422,193460,194937,197306,199480,201848,203573,205237,206296,207586,208741,208859,208937,208688,209410
753903,517,"Marietta, OH",Msa,OH,65567,65748,65896,66197,66412,66625,66775,66990,67216,67472,67760,68027,68284,68461,68707,68935,69267,69488,69758,69953,70229,70583,70923,71338,71779,72299,72691,73155,73690,74396,75244,75999,76632,77000,77290,77515,77734,77932,78112,78210,78227,78313,78231,78326,78310,78452,78657,78850,79058,79242,79573,79927,80217,80569,80955,81399,81842,82275,82713,83223,83741,84169,84469,84807,85244,85555,85868,86012,86291,86507,86770,86956,87138,87359,87632,87893,88108,88243,88398,88558,88717,88881,89052,89252,89435,89667,89909,90172,90427,90719,90935,91245,91510,91905,92136,92362,92471,92713,92967,93257,93512,93838,94217,94532,94801,95002,95287,95612,96113,96462,96774,96985,97309,97644,98003,98215,98434,98553,98764,98884,98935,98969,98971,98989,98996,98955,98905,98921,98999,99141,99101,98999,98808,98693,98579,98492,98391,98274,98004,97929,97813,97839,97766,97829,97913,97828,97811,97655,97393,97081,96922,96801,96612,96235,95985,95749,95547,95349,94989,94730,94457,94197,93886,93330,92866,92443,92215,91924,91655,91542,91497,91560,91617,91630,91522,91419,91275,91069,90763,90491,90118,89663,89254,88740,88428,88218,88287,88382,88414,88500,88457,88417,88554,88758,89000,89104,88965,88816,88592,88539,88645,88789,89029,89181,89254,89244,89168,89260,89453,89766,90015,90245,90277,90363,90487,90814,91133,91520,91915,92314,92778,92990,93258,93449,94065,94608,95184,95568,95980,96392,96865,97349,97805,98408,99038,99719,100083,100432,100681,100967,101331,101693,102063,102482,102930,103624,104185,104727,105197,105769,106356,106932,107463,108080,108747,109277,109787,109905,110204,110457,110939,111361,111956,112739,113514,114211,114821,115586,116301,116929,117414,117940,118462,118981,119616,120299,121007,121718,122471,123217,123620,124185,124744,125481,126110,126739,127179,127483,127779,128095,128407,128660,129190
395049,518,"Salina, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98207,97883,97768,97657,97815,97913,97787,97728,97652,97557,97447,97333,97348,97603,97883,98111,97954,97889,97974,98040,98035,97868,97785,97996,98125,98142,98165,98147,98168,98202,98610,98894,99583,100455,101161,101289,101560,102007,101929,101368,101061,100834,100626,100579,100032,99878,99945,100354,99967,99303,99344,100466,101344,102530,102518,102463,102416,102460,102371,102129,102656,103280,103525,103006,102741,102200,102654,103045,103716,103958,104344,104773,104863,105001,105179,105498,105768,105851,105911,105928,106060,105869,105569,105353,105517,105555,105738,106062,106404,106823,107078,107430,107544,107919,108147,108382,108494,108805,109112,109348,109613,109913,110207,110495,110807,111207,111669,112222,112758,113263,113644,113972,114250,114635,115063,115492,115920,116406,117014,117526,118004,118468,118965,119457,119860,120256,120732,121147,121558,121781,122114,122366,122501,122716,123023,123520,123937,124317,124642,124974,125298,125695,125915,126206,126592,126899,127121,127184,127337
395044,519,"Rutland, VT",Msa,VT,89189,89030,88771,88386,88115,88093,88094,88074,87900,87831,87759,87795,87796,87725,87358,87128,87281,87823,88242,88429,88498,88557,88626,88694,88808,89102,90418,91477,91499,90178,89039,88652,88981,89302,89680,89870,90042,90207,89836,89526,89718,90506,91457,91889,92140,92130,92237,92400,92766,93070,93385,93743,94262,94798,95191,95704,96130,96912,97525,98242,98754,99399,99947,100555,100967,101586,102261,102810,103281,103624,104279,104889,105581,106168,106892,107682,108401,109001,109435,109741,110025,110297,111016,111824,112734,113430,114163,114794,115383,115862,116606,118135,120034,122274,123215,124095,124722,126427,128071,129557,131607,134036,136427,138200,139458,140817,142124,143669,145115,146355,147664,149862,152103,154430,156122,157380,158166,158966,161025,163315,165557,166514,167894,168931,169525,169910,171366,173800,176134,176811,177270,177500,177839,178897,179445,180181,180485,180396,179802,178913,180346,182917,185059,185715,187307,188453,189496,189222,189532,189905,190187,190329,189342,188477,187565,187596,187130,186790,186313,186116,185831,185644,185395,185128,184534,183858,183367,183092,183031,183070,183313,183485,183586,183518,183533,183518,183396,183226,182839,182520,181555,180679,179830,179608,179413,179450,179501,179403,179285,179258,179384,179264,179175,179109,179033,178882,178577,178232,177859,177804,177842,177772,177633,177677,177824,177766,177579,177243,176947,176636,176252,175888,175595,175347,175093,174763,174542,174363,174221,173980,173899,173874,174163,174174,174114,173941,173881,173945,174103,174309,174303,174233,174167,174033,173587,173185,172800,172549,172168,171651,171199,170944,171090,171457,171578,171713,171821,171994,172074,172151,172326,172636,172450,172246,172003,172072,172302,172646,173122,173577,173997,174508,175102,175712,176553,177187,177792,177987,178022,177957,177994,178112,178297,178724,179347,179928,180345,181271,182253,183419,183921,184433,184761,185399,186020,186421,186638,186886,187265,187357,187416,187459,188051
753866,520,"Big Stone Gap, VA",Msa,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67280,67332,67678,68146,68714,69111,69440,69899,70201,70500,70655,70976,71454,71948,72253,72559,72744,72936,73095,73122,73298,73385,73532,73464,73162,73134,72916,72751,72484,72516,72613,72444,72306,72231,72275,72143,71928,71524,71122,70662,70165,69720,69401,69294,69118,68864,68591,68400,68208,68000,67803,67555,67319,66999,66670,66322,66084,65909,65792,65702,65683,65683,65684,65710,65698,65653,65563,65529,65464,65358,65205,65045,64884,64761,64730,64754,64825,64894,64983,64993,65005,64983,64991,65015,65067,65126,65137,65162,65228,65334,65439,65559,65690,65887,66073,66211,66307,66317,66353,66333,66324,66314,66359,66392,66422,66474,66520,66596,66643,66813,66986,67219,67428,67578,67645,67748,67895,68049,68170,68296,68478,68660,68840,69007,69149,69322,69609,69883,70156,70333,70561,70796,70998,71131,71253,71352,71491,71684,71841,72018,72162,72340,72500,72600,72752,73003,73239,73539,73729,73940,74078,74187,74412,74688,74953,75124,75181,75117,75046,74986,75012,74953,74896,74885,75139,75438,75828,76124,76466,76772,76949,77057,77175,77368,77571,77727,77607,77401,77106,76915,76701,76515,76387
395136,521,"Sturgis, MI",Msa,MI,58675,58911,59104,59572,60034,60482,60872,61227,61637,62021,62399,62763,63230,63684,64066,64306,64532,64822,65214,65694,66137,66562,66949,67363,67523,67690,68040,68548,69088,69571,70018,70408,70689,71108,71590,72042,72660,73330,74081,74760,75413,76004,76573,77092,77661,78101,78604,79175,79812,80237,80476,80692,81035,81384,81684,81990,82428,82904,83357,83688,83986,84336,84740,85137,85396,85630,85887,86187,86344,86456,86583,86772,86908,87014,87120,87209,87398,87597,87785,87856,87989,88111,88182,88253,88350,88530,88733,89006,89151,89199,89291,89574,89962,90014,89975,89820,90166,90546,91007,91156,91417,91798,92354,92815,93150,94130,95282,96679,97263,97712,97838,98363,99090,100036,100453,100568,100578,100693,100867,100740,100618,100568,100979,101390,101391,101155,101617,102298,102851,102372,101949,101760,102111,102340,102255,102027,102054,102086,101554,101121,100755,101290,101264,101267,100778,100257,99663,99018,98368,97553,96778,96057,95799,95342,95087,94434,93890,93415,92901,92160,91175,90414,89822,89251,88342,87525,86816,86388,86084,85853,85731,85912,86114,86236,86217,85918,85645,85198,84999,84793,84612,84329,84041,83720,83599,83492,83495,83645,83751,83870,83732,83608,83456,83391,83415,83460,83535,83667,83891,84206,84649,85131,85656,86194,86768,87406,88022,88625,89158,89754,90289,90847,91382,91968,92543,93138,93748,94319,94908,95556,96252,96870,97440,98010,98514,99030,99528,100035,100501,100936,101399,101790,102164,102557,103076,103484,103941,104289,104799,105220,105744,106201,106637,107072,107596,108060,108439,108832,109367,109973,110623,111288,111903,112518,113138,113748,114261,114739,115314,115770,116277,116799,117636,118557,119301,119910,120386,120842,121041,121190,121635,122129,122828,123440,123242,122957,122900,123644,124638,125506,127135,128675,130047,131168,132021,132843,134038,135159,136093,136353,136360,136360,135761
395024,522,"Rio Grande City, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57894,57391,56817,55677,54561,53591,52693,52187,51960,52016,51844,51590,51479,51406,51576,51828,52486,53184,53957,54261,54351,54177,54550,55143,55656,56006,56037,56210,55915,55615,55346,55252,55199,55164,54970,54720,54370,54225,54288,54270,54319,54216,54138,54033,53786,53475,53147,52978,52993,52833,52590,52267,52044,52095,51957,51976,51753,51829,51754,51822,51641,51568,51442,51323,51175,51088,51122,51017,50889,50673,50604,50379,50229,50046,49908,49808,49739,49335,48977,48611,48658,48649,48640,48626,48623,48640,48692,48766,48794,48822,48846,48896,49128,49383,49678,49878,50149,50486,50792,51022,51269,51574,51873,52206,52312,52446,52477,52606,52683,52702,52893,53166,53537,53835,54135,54374,54540,54694,54956,55284,55631,55945,56079,56172,56190,56339,56445,56593,56848,56995,57211,57299,57475,57651,57826,57994,58059,58339,58597,58873,58837,58888,58880,58952,58976,58957,59042,59121,59435,59351,59446,59399,59574,59749,59794,59799,59658,59597,59632,59641,59383,59175,58978,59054,59082,59117,59149,59312,59399,59532,59504,59527,59650,59866,59984,59951,59901,59821,59805,59686,59688
394618,523,"Fremont, OH",Msa,OH,72209,72350,72486,72775,72997,73229,73466,73725,74012,74249,74549,74817,75088,75334,75569,75859,76205,76559,76980,77269,77566,77817,78129,78461,78783,79130,79523,79804,80192,80539,80769,81229,81624,82246,82589,82994,83458,83903,84267,84610,84880,85211,85548,85783,86028,86231,86548,86832,87050,87360,87752,88213,88612,88987,89416,89855,90281,90665,91112,91626,92117,92473,92791,93102,93497,93862,94226,94538,94861,95133,95427,95653,95904,96175,96472,96779,97080,97382,97664,97921,98140,98370,98608,98873,99145,99441,99713,99997,100168,100351,100484,100767,101082,101445,101632,101807,101955,102183,102406,102598,102878,103140,103453,103671,103916,104144,104451,104739,105020,105263,105522,105773,106039,106326,106637,106729,106718,106595,106578,106520,106468,106386,106283,106173,106053,105936,105828,105817,105860,105932,105837,105678,105469,105266,105068,104896,104692,104448,104082,103928,103780,103723,103615,103601,103594,103459,103284,102977,102686,102381,102188,101898,101592,101175,100907,100616,100298,99975,99608,99360,99026,98669,98265,97801,97371,97003,96628,96307,96041,95929,95808,95629,95438,95214,94949,94686,94422,94125,93820,93428,93068,92574,92173,91799,91532,91374,91226,91118,90938,90758,90508,90290,90055,89920,89742,89519,89184,88809,88532,88269,88063,87870,87696,87531,87365,87277,87295,87389,87561,87761,87912,88068,88259,88557,89027,89601,90268,90766,91179,91530,92036,92526,93153,93699,94291,94754,95180,95473,95671,95882,96249,96737,97158,97642,97981,98452,98808,99270,99576,100003,100427,101025,101443,101885,102209,102539,102881,103281,103784,104286,104848,105369,105932,106443,107051,107599,108215,108763,109338,109815,110308,110794,111384,111981,112662,113405,114127,114805,115326,115778,116197,116583,116989,117381,117948,118583,119184,119734,120279,120779,121086,121427,121808,122353,122829,123298,123558,123759,123928,124108,124275,124498,124916
