RegionID,SizeRank,RegionName,RegionType,StateName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20
394851,174,"Merced, CA",Msa,CA,,,,,,,,,,,,,97373,96979,96449,95837,95342,95358,95482,95957,96493,97042,97526,98052,98613,99373,100451,101354,102235,102647,103072,103216,103344,103552,103832,104141,104370,104639,105051,105560,106060,106451,106865,107298,107886,108597,109550,110578,111774,112790,113766,114514,115646,116740,117845,118532,119310,120113,121280,122576,124108,125661,127244,128959,129867,131042,132091,134433,136549,138739,140309,141837,143342,144965,146822,148515,150697,152332,154504,155970,158064,160170,162274,164125,165982,167960,170114,172154,174396,176450,177845,179534,181503,184227,186985,190531,193518,196324,198408,201411,204683,209230,215266,220969,225470,227709,231543,234819,240006,246138,253760,261080,267463,274628,280278,287228,294827,303624,309809,315026,318586,320382,320508,321268,323901,324800,326638,325318,321126,316935,313397,311336,305859,301691,299186,296653,292062,285206,276366,267938,262440,256869,251445,246066,243088,238537,230445,220868,211964,203486,195480,187457,179952,172407,164889,157346,150761,145370,140982,136903,133131,132324,131914,132114,131406,132168,134110,135407,135794,135323,136615,139095,141055,140026,138928,139089,140119,139590,137085,136413,136612,138219,137125,134758,132265,131839,132143,131513,129945,128401,129055,129252,129480,128512,129399,130590,132291,132509,132685,132372,133121,135561,136482,136729,135658,136120,138160,140543,143975,147277,151765,156226,160990,163451,167213,170815,176344,179932,181114,182944,184187,186151,184764,185030,185298,187321,188011,188979,189228,190631,192018,193489,193898,195388,198141,199947,201020,202277,203714,205623,207236,209500,212164,213226,214667,215678,217922,220571,223192,224418,226561,228310,230876,232652,234220,236932,240229,243001,244681,245058,246014,248214,250176,252483,254928,256951,258923,260095,261202,262389,264053,266740,269373,270994,272314,273400,273365,272229,271037,271731,273684,275721,276576,276974,277077,277534,277951,278278,279043,280879,282649,282995,282096
395229,175,"Wilmington, NC",Msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162577,162058,161875,161243,160982,160444,160179,160162,160475,161043,161510,162095,162406,163058,163527,164477,165060,166095,167087,167699,167905,167647,167865,168165,168698,168931,169185,169383,169621,169868,169687,169861,170060,170652,170713,170773,171263,171901,172455,172245,172016,172033,172310,172446,172674,172911,173480,173571,173487,173415,173546,174111,174686,175186,175774,175960,176863,177413,178276,178537,178957,179493,180240,181106,182378,183476,184785,187733,188805,190705,191320,194400,197115,199832,202664,205698,208727,211804,214700,217106,220537,223959,227875,230461,233231,236000,239431,242183,244543,246627,248531,249525,250695,251518,252955,254547,256345,258249,257408,256373,255059,255275,255444,255545,254501,252325,250573,249472,248812,247306,246325,246130,245731,243748,241332,239153,238203,238145,236830,234274,230809,228238,226743,224784,223266,222467,222187,221041,218800,217009,216698,216666,216093,214865,213326,211994,210371,208511,205753,204181,203357,202534,200209,197851,196499,195594,194704,193388,192432,191206,191230,190640,190358,188693,187872,187540,187379,187090,186358,186229,186092,186499,186698,186836,186915,188245,189764,190894,191788,193314,195795,197906,199519,200634,201037,202404,202902,203125,202967,202723,202438,201247,200103,199486,199548,199911,201003,201110,202056,202919,204056,205139,206248,207831,209332,210066,210059,210186,210169,211036,211561,212416,212957,214162,215559,216481,216478,217058,218645,220344,221705,222328,222497,222734,223795,225247,226344,227643,229616,231631,233249,234200,235290,236477,239322,241709,243210,242995,243090,243332,243690,243856,244206,245242,246495,247627,247903,247944,248507,250078,251642,253150,254025,255333,256565,257641,258640,259894,261174,262913,264583,266280,267971
394741,176,"Kennewick, WA",Msa,WA,114735,114754,114865,115068,115299,115276,115060,114842,114794,114770,114683,114577,114586,114621,114429,113861,113078,112604,112468,112445,112284,112237,112354,112553,112777,112849,112954,113310,114018,114878,115622,116221,116711,117076,117362,117658,117718,118288,119355,120930,122341,123458,124551,125549,126528,127308,128146,128932,129852,130512,130923,131138,131445,131927,132400,133016,133695,134531,135283,136105,137044,137879,138517,138871,139212,139573,140050,140504,141025,141485,142101,142700,143317,143943,144150,144320,144371,144750,145275,145728,146333,146762,147307,147811,148482,149032,150698,152472,154366,155548,156161,157396,158111,159441,159926,160608,161340,162814,164128,165180,166548,167931,169618,169892,170402,170566,171757,172782,173011,172725,172323,173055,173341,174180,175116,177207,179256,181312,182886,184357,186086,187586,188581,188949,189272,189379,189334,189091,188929,188514,188137,187866,187785,187622,187508,187259,187085,186744,186226,185626,185104,184771,184721,184571,184529,184363,184172,183496,182387,181402,180705,180247,179610,178834,177766,176795,175850,175201,174523,173860,173838,173854,174139,174114,174488,175087,175610,176051,176371,176821,177584,178092,178874,179592,180414,181065,181192,181426,181403,181388,181315,181235,181053,182096,182676,183370,183093,182928,182777,182344,182336,182374,182270,182203,181986,181580,180891,180276,180229,180416,180889,181207,181550,181849,182459,182915,183443,183452,183874,184132,184481,184581,184700,185047,185421,185753,186151,186678,187150,187456,187834,188209,188604,188928,189445,190021,190672,191686,192626,193542,194601,196205,197326,198892,200174,202131,203762,205524,207348,208844,210063,211071,212517,214399,216709,218242,219930,221234,222555,223863,224914,226331,228502,231210,233307,234080,235233,237373,239919,242617,245796,249063,252258,254678,256173,257173,258700,261480,263525,265958,268622,271169,273589,275967,279100,281892,284713,288360,291903,295658,299411,302544,304751,306985,308912,310625,311574,312919,314275,314759,314801,313911,312922
394645,177,"Greeley, CO",Msa,CO,147598,148582,149133,150934,152354,153958,155009,156062,156939,157862,158838,159875,160589,160962,161354,161325,161743,161981,162750,163407,164175,164769,165120,165306,165877,166537,167693,168413,169115,169399,169921,170613,171507,172455,173262,174063,174818,176015,177684,179576,181328,183045,184699,185828,186606,187309,188816,190384,192091,193389,193424,193307,193279,194506,196012,197804,199573,201492,203074,204364,205797,207172,209173,211021,213010,214289,215248,216400,217943,219633,220962,222336,223317,224435,225898,227451,229122,230223,231472,232452,233344,234072,234777,235654,236435,237070,237096,237263,237078,237620,237671,237812,237512,237571,237974,238353,238827,239225,239810,240214,240662,240778,241275,241723,242572,242900,243113,243192,243323,243529,243859,244342,244293,243921,243472,243680,244109,244547,244824,245037,245550,245971,246062,245653,245404,245328,244860,244095,243100,241903,240567,238887,238178,237378,237032,235952,235646,235177,235106,233825,231689,229832,228179,227427,224303,221384,217899,216286,214595,213351,211999,210906,210131,209382,208636,207218,206794,206356,206285,205389,204090,203090,202168,201846,201739,201572,201263,201157,200894,200677,200427,200655,201119,200831,200418,199919,199696,199290,198609,197515,196814,196183,195678,194676,193581,193022,192479,192260,191752,191904,192795,194672,195878,197019,197436,198351,198912,199619,200456,201226,202473,203264,203606,203279,204001,204911,207029,208640,211109,212802,214923,216713,218688,220605,222627,224947,227081,229338,230946,233242,235075,237421,239269,241500,243321,245439,247808,250393,252720,255259,258327,260573,262867,265448,268445,271242,273469,276230,278707,280975,283002,284591,286142,288302,290535,292611,294585,297022,300490,303395,306945,309735,312672,315123,317221,319511,322234,324843,327080,328454,329993,330901,331514,333267,335962,339127,342382,345447,348681,351213,353940,356599,358492,361034,363201,365717,367501,368669,368985,369077,368968,369658,369809,370605,371623,372555,373787,374333,374950,375946,377691,379696,381746
395197,178,"Waco, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109873,109192,108779,108512,108834,109437,109826,110112,110350,110562,110824,111274,111758,112721,113757,114415,114737,114866,115249,115480,115886,116407,117150,117688,118109,118611,119267,119812,119687,119402,119177,119394,119626,119956,120051,120005,119874,119596,119114,118183,117361,116474,116033,116071,115881,115387,114421,113595,113072,112746,112905,113159,113284,113283,112838,112014,111482,111194,111321,111281,111360,111262,110918,110483,110447,110617,110972,111029,111067,111120,111276,111441,111237,111048,111025,111311,111249,110922,110696,110681,110428,109953,109524,109378,109299,109143,108961,108677,108640,108689,108735,108855,108920,109148,109176,109269,109456,109657,109720,109683,109682,109817,109919,110153,110638,111053,111420,111660,112162,112591,112934,113233,113772,114431,115033,115332,115493,115756,116238,116735,116703,117009,117442,118378,118811,119138,119393,119472,119608,119734,119968,119858,120048,120548,121667,122519,123097,123322,123835,125030,126465,127788,129034,130687,132467,133847,134458,134948,135770,137388,138821,139976,140929,142302,143576,144754,145568,146156,146886,147806,149159,150434,151518,152571,152915,153551,154212,154987,155660,156392,156947,157278,157761,158370,159208,159634,160671,161276,161905,162373,163028,163803,164768,165822,166423
394937,179,"Olympia, WA",Msa,WA,142842,142717,142689,142620,142605,142686,142842,143096,143246,143487,143951,144562,144857,145098,145297,145892,146438,146898,147500,147833,148444,148733,148857,148766,149283,150051,150838,150877,151105,151381,151340,151611,151754,152380,152757,153199,153338,153538,153783,154434,154772,155016,155265,155535,155824,155976,156383,156870,157532,157956,158368,158726,159085,159441,159855,160159,160492,160776,161190,161568,161824,162072,162378,162749,163345,163962,164633,165183,165774,166386,167034,167695,168425,169200,169834,170425,171075,171918,172804,173737,174598,175695,176789,178044,179144,180407,181815,183212,184399,185429,186488,187866,189360,190747,191968,193189,194723,196420,198161,199966,201612,203130,204415,205904,207567,209579,211742,214358,216967,219228,221535,223933,227278,231263,236297,241373,246738,251484,256193,259948,263529,266892,269812,273020,276215,279294,281474,282824,283250,283520,284016,285407,285976,286648,287821,289777,290572,289764,289071,288698,288796,288311,287402,285995,285770,285845,285942,284723,283383,283241,282152,280826,279096,278410,277512,275421,274009,272422,270243,266208,263026,261350,260611,260119,259413,258975,259210,259549,258292,256475,255859,257639,259026,258043,255848,253141,250719,248181,245114,243561,242097,240578,237995,233818,230193,226535,225500,224420,223552,221450,219810,217439,215464,214872,214569,216242,216294,217319,216035,215709,215454,216744,217828,219183,220170,219830,219873,219247,220286,221504,223391,225006,226351,227031,227527,228047,229430,231701,232686,233524,233903,234261,234610,234560,235251,235701,236580,237201,237433,236941,238173,239423,241201,242262,243620,245053,246272,248486,250576,252282,253929,256304,258356,260329,261545,263493,265281,267199,268459,268746,269438,271333,273987,276109,278059,279254,281311,282749,284812,287746,290697,294359,296518,299022,300299,302883,304433,307828,309893,313142,315686,317947,320771,322621,324981,326300,328648,329640,330616,330699,332983,335400,338024,339666,341145,343317,345900,348926,351693,355020,359097,363204,366229
394323,180,"Amarillo, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102504,102555,102905,103494,104291,104958,105555,106077,106561,106944,107317,107641,108090,108761,109330,109880,110183,110628,111154,111652,112110,112444,112882,113392,114002,114641,115117,115482,115631,115712,115636,115833,116273,117240,117957,118597,118649,118384,118010,117601,117482,117642,118215,118557,118502,117993,117453,116821,116271,116302,116498,116780,116714,116415,115746,114962,114355,114281,114617,115173,115612,115613,115623,115726,115944,115859,115819,115968,116192,115850,115209,114591,114409,114270,113901,113482,113076,113054,112963,112710,112439,112280,112362,112138,111952,111795,112019,112146,112235,112303,112432,112895,113313,113936,114165,114622,114808,115045,115144,115228,115611,115855,116366,116673,117004,117184,117506,117779,118189,118645,118986,119405,119564,119974,120215,120435,120634,120866,121300,121755,122051,122181,122364,122681,123152,123532,123799,124078,124328,124603,124751,124977,125375,126120,126972,127760,128341,128723,129196,129652,130196,130724,131219,131680,132118,132374,132366,132243,132116,132273,132436,132623,132827,133068,133545,133910,134226,134368,134863,135432,136248,136863,137400,137837,138072,138448,138639,138969,139230,139632,139910,139884,140081,140321,140878,141193,141632,141933,142250,142497,142799,143088,143332,143783,143928
394387,181,"Binghamton, NY",Msa,NY,70203,69948,69564,69029,68668,68439,68223,67857,67589,67317,67100,66937,66827,66824,66983,67064,66981,66776,66612,66621,66592,66597,66710,66838,67026,67028,67086,67100,67147,67258,67391,67741,68093,68531,68782,69034,69217,69525,69834,70202,70620,71033,71484,71807,72072,72310,72551,72687,72669,72773,73033,73436,73700,74057,74400,74637,74808,74908,75245,75614,76157,76567,76830,77033,77397,77515,77663,77812,78209,78579,78874,79325,79820,80308,80839,81280,81704,82083,82422,82764,83105,83473,83821,84021,84147,84286,84468,84788,84923,85153,85306,85770,86221,86769,87186,87593,88044,88515,88949,89304,89861,90551,91322,91847,92178,92484,92904,93436,93924,94561,95215,95922,96586,97226,97965,98533,99320,100101,101012,101796,102537,103213,104017,104810,105578,106177,106681,107383,108077,108674,109096,109682,110558,111204,111368,111372,111537,112024,112562,113156,113689,114598,115678,116864,117546,118258,119124,119892,120560,120845,120918,120863,120746,120418,119656,118368,117285,116503,116005,116038,115828,115989,116227,116569,116643,116396,116460,116942,117564,118018,118462,118306,118136,117607,117285,116571,116268,115980,115778,114920,113865,112555,111539,110868,110353,109934,109227,109125,108546,108189,107612,107575,107608,107599,107371,107167,107301,107417,107673,107611,107935,108202,108423,108702,109187,110186,110649,110665,110107,109560,108933,108648,108467,108578,108719,109167,109176,108856,108655,109013,109596,110120,110640,110622,110437,109916,109566,108675,108285,108262,108500,108316,108084,108098,108278,108446,108677,108964,109356,109898,109954,109620,109388,109607,110099,110022,109803,109781,109925,110158,110103,110147,110356,110663,110804,110599,109948,110151,110774,111898,112412,112607,112945,113413,114202,114909,115571,116357,117756,118986,119723,119970,120396,121097,121649,121616,120857,120301,120247,120858,120935,120794,120679,120681,120835,120912,121067,121545,122374,123066,123434,123299,123374
394660,182,"Hagerstown, WV",Msa,MD,114781,114839,114853,114902,114803,114764,114626,114659,114667,114700,114688,114709,115147,115505,115863,115863,116125,116347,116785,116992,117227,117436,117679,117948,117635,117414,117213,117493,117833,118107,118316,118544,118889,119323,119791,120215,120650,121069,121375,121751,121895,122259,122636,123103,123381,123494,123757,123920,124255,124415,124855,125315,126063,126666,127160,127435,127805,128198,128549,129352,130301,131269,131847,131902,132008,132263,133022,133943,134842,135777,136671,137250,137772,138220,138959,139932,141011,141958,142618,143321,144136,145064,145984,146847,147638,148964,150372,152071,153190,154427,155542,156783,158015,159311,160710,162382,164007,165511,166671,167404,168257,169263,170961,172743,174427,175836,177307,178797,180775,182647,184668,186548,188649,190861,193003,194830,196818,198803,200958,202910,204633,206030,207245,209158,211278,213154,213860,214543,214856,215421,215193,215164,214579,213866,213428,213157,213407,213064,212852,212596,212205,211615,210577,209589,208949,208980,208501,207061,204563,202294,199917,196731,194530,192272,191856,190220,188608,185855,183392,180568,177787,175368,174427,174438,173886,173441,172394,172268,172153,172128,170861,170016,169560,170362,170140,169602,167762,165310,162787,160580,157765,155674,155889,157623,158830,157533,155257,153568,153674,154991,155151,154779,155417,156678,157000,155498,154175,153860,154889,155773,156199,156194,157133,158435,159204,159233,159093,159864,161183,162890,164254,165205,165721,166024,166507,166959,167637,168246,168797,168935,168447,167959,167494,167413,167729,168158,168096,168170,167792,168041,168380,169136,170259,170978,171977,172410,172857,173394,174122,174378,174714,174226,174098,173710,174002,174591,174922,175367,175460,175207,175459,176188,177305,178642,179797,181047,181080,181138,181413,182609,183953,185463,186519,187509,188354,189139,189398,189793,191026,192204,193093,193289,194117,194997,196007,196284,196421,196531,197131,197828,198337,199122,199946,200691,200948,201139,201316,201970,202680,203378,203945,204305,204583
394412,183,"Bremerton, WA",Msa,WA,139764,139875,140159,140533,141040,141357,141762,142137,142537,142763,142869,143003,142882,142826,142602,142856,142844,143014,142992,143075,143044,143236,143538,143851,144790,145804,146816,147051,147410,147859,148424,148853,149374,149878,150418,150855,150810,150853,151028,151671,152186,152643,153030,153494,154138,154878,155734,156579,157426,158058,158527,158953,159516,160249,161198,162027,162324,162647,163015,163798,164483,165373,166305,167259,168037,168576,168914,169343,170173,171140,172169,173086,174071,174997,175939,177016,178342,179802,181529,183233,185031,186641,188290,189866,191235,192387,193494,194778,196045,197284,198478,199788,201480,203280,205024,206614,208831,211755,214742,217012,219066,221609,224281,227577,230201,233501,236504,239786,242901,246676,250517,254899,259151,263873,269026,273462,278090,281790,286674,291971,297047,299709,302474,305620,309688,312940,315183,317877,320240,322509,323324,323837,323842,323770,323880,325198,327552,328246,328270,326844,325801,325110,324235,323042,321769,322463,322761,320765,315924,311666,308492,306659,305139,302643,300539,298114,296325,293270,289465,286092,283601,282443,280996,279686,277407,276360,274893,273488,271823,271548,272585,273341,274164,273399,272666,270364,269492,267937,267582,267416,266638,264010,260140,257130,254619,252977,251349,250661,248641,246634,243703,241370,239194,238416,238218,237763,236161,234822,234195,234663,235413,236768,237999,238468,240174,240707,242051,242946,245751,248107,249338,249017,249440,249142,250293,251499,251962,252806,252614,252983,252708,253267,254980,256628,257607,258706,259088,259613,260043,261613,264050,266845,268994,270581,271812,274198,276954,279892,282520,285496,289357,292005,294508,296589,300011,303440,306436,308793,311506,315033,318502,321923,323903,326985,329609,332473,333856,335137,336621,338910,340564,341798,343598,346010,348864,349929,351200,353116,356850,360952,365047,369204,372245,374509,374883,376248,377981,381731,383917,384821,385386,386687,388829,389496,391307,393794,397500,400090,402450,403977,406807,410373,413643
394772,184,"Laredo, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127565,127697,127497,127281,127269,127547,128042,128551,129204,129688,130032,130307,130790,131041,131619,132281,133042,133433,133548,134338,135170,136412,137146,138059,138733,139674,140772,141993,142596,143201,143881,143343,142437,141280,141575,141832,141988,142068,141925,141701,141538,141463,141305,141301,141391,141568,141471,141264,141096,140831,140682,140424,140213,139809,139380,139185,139025,138889,138529,138283,138122,137990,137862,137744,137676,137511,137372,137193,136976,136669,136290,135901,135608,135353,135087,134733,134306,133856,133585,133436,133506,133449,133428,133384,133935,134538,135061,135077,135112,134758,134878,134890,135368,135477,135720,136044,134798,133464,132503,133146,133939,135828,136226,136798,136081,136683,137172,137267,137593,137801,137896,137454,136918,136155,136250,136173,136691,136658,136640,137127,138364,140023,141070,141759,142384,142787,143332,143936,144678,144930,144996,145012,145196,145086,145501,145679,146168,146766,147315,147828,148106,148769,149730,150312,150568,150637,151043,151552,151936,151731,151356,150989,150988,151077,151514,152517,153311,154053,153952,154370,154326,154714,154707,154905,154980,155143,156070,157056,158311,158484,158740,158861,158972,158973,158963,159124,159172,158980,157929,156592,155160,154557,154124,153428,152840
394811,185,"Lynchburg, VA",Msa,VA,77846,78218,78602,79190,79724,80114,80669,81115,81597,82107,82414,82729,83135,83679,84039,84267,84627,85195,85537,85911,86212,86361,87028,87565,88000,87893,87977,88458,88738,88909,89031,89311,89587,89951,89941,90068,90131,90555,90892,91225,91701,92317,92873,93389,93858,94443,94834,95284,95713,96341,96951,97590,98153,98600,99080,99671,100308,100946,101619,102333,103051,103651,104205,104756,105326,105931,106524,107185,107813,108385,108966,109499,110048,110635,111295,111998,112526,113004,113465,114280,115134,115935,116409,116843,117221,117462,117689,117930,118437,118903,119448,118735,118101,117477,117768,118055,118282,118840,119457,120131,120644,121235,121687,122636,123543,124718,125586,126489,127722,128957,130460,131819,133059,134457,136005,138156,139888,141292,142733,144225,145718,147183,148302,149527,151179,152451,153526,153866,154866,156038,156868,157844,158662,159410,159994,160339,160365,160713,161531,162921,163934,164573,164973,165178,165020,164498,163790,163182,162727,162209,161373,160097,158918,157991,157415,156708,156098,155532,155053,154470,153735,152866,151992,151309,150636,149952,149272,148706,148342,148089,147992,147904,147784,147656,147404,147148,146769,146507,146111,145674,145052,144489,143924,143540,143292,143157,143086,142931,142847,142652,142490,142343,142266,142248,142245,142213,142141,142061,142062,142154,142237,142391,142587,142823,143018,143168,143278,143364,143453,143561,143654,143799,143937,144094,144270,144643,145025,145344,145521,145757,146011,146242,146516,146505,146743,146813,147179,147299,147662,148140,148914,149584,150075,150575,150961,151879,152453,153318,153692,153971,154067,154134,154226,154327,154815,155376,156152,156628,157223,157582,158059,158855,159743,160507,161201,161884,162529,162828,163055,163180,163567,164020,164709,165302,165794,166462,166955,167579,167815,168348,168870,169819,170776,171859,172859,173389,173903,174378,175194,175935,176498,177035,177509,177942,178230,178448,178630,179185,179810,180416,180870,181323,182115
395240,186,"Yakima, WA",Msa,WA,,,,,105367,105752,105892,106230,106326,106317,106281,106294,106349,106421,106452,106522,106541,106368,106301,106241,106410,106767,107183,107584,107825,107990,108158,108259,108593,108939,109362,109725,110183,110522,110748,110889,111086,111369,111752,112274,112532,112596,112517,112508,112604,112701,112930,113064,113511,113872,114116,113977,113872,114000,114131,114390,114548,114864,115149,115576,115348,115079,114813,115064,115248,115257,115263,115112,114980,114749,114630,114501,114636,114850,115212,115436,115777,116127,116558,117058,117479,117911,118226,118568,118901,119146,119323,119508,119734,119916,120128,120467,120995,121520,121982,122467,123117,123770,124540,125170,125765,126536,127240,127815,128197,128666,129285,129811,129886,130058,130017,130446,130803,131189,131535,131964,132609,133280,133988,134662,136025,137452,139014,139873,140914,141987,143357,144577,145641,146620,147459,148499,149023,149746,150700,151947,152803,153072,153414,154150,155062,155595,155592,155471,154970,154504,153691,153999,154466,155014,154924,154804,154505,154581,155424,156334,158266,158854,158736,156054,153797,153243,153513,153386,152865,152398,152035,151272,150037,150011,150836,153516,155743,156466,156683,156838,157064,156782,155153,154375,153250,152158,151025,149542,148250,146608,144153,141916,140508,140272,141557,142032,142982,143540,144369,144853,145017,145349,146976,148702,149488,149225,148406,148272,147810,147017,145318,144244,144098,144479,144619,144376,145067,146089,147129,147291,147242,147569,148363,148127,147525,147618,147414,147592,146736,146322,145594,145329,145792,146748,148625,151564,153749,154391,154951,155655,157083,157687,158579,160161,161960,163207,162685,162035,162059,163161,164139,165075,165933,167151,168545,169202,169523,170296,172168,173652,174837,176030,177741,179542,181007,182745,184384,186125,187245,188483,189941,191662,193796,195169,196829,197693,199499,201820,203438,205114,206354,207603,208702,210011,211985,214254,216278,218684,220643,222089,224222,226532,229767,232985,236130,239203,241689
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,103911,104106,104397,104886,105335,105828,106329,106914,107055,107372,107534,107994,108261,108735,109190,109831,110412,110979,111419,111916,113327,114527,115834,115958,116229,116255,116723,117058,117819,118543,119722,120716,121324,121802,122373,124392,126968,129893,131738,133365,134499,135688,136421,137037,137490,138249,139413,140352,140498,139837,139311,139395,139756,140474,141069,141880,142661,143313,143781,144102,144606,145892,147124,148050,148316,148394,148839,149276,149817,150223,150713,151216,151828,151402,151794,151729,153235,154284,155351,155885,156346,157095,157580,158111,159198,160671,161787,163400,164056,165168,165728,167459,168796,170507,172578,175566,177895,180567,182517,185138,188368,192090,196100,199925,205544,211112,217061,221573,226601,232035,239543,246634,253036,260119,269021,277599,284250,290595,295834,301268,304750,308425,310997,313075,314987,314300,312168,309357,306843,304021,300378,296948,295574,293556,291344,288368,286027,283498,280034,276954,274551,271946,270293,268529,265015,261526,257355,254578,250249,247031,244535,242011,238600,234914,230993,228428,226971,224715,221827,218322,217073,215801,214439,212715,211502,211137,211201,209639,207882,207274,208558,209556,208835,207669,206133,205103,203949,202741,201398,200506,199330,197778,194956,192862,191183,190298,189893,189520,188806,188120,187465,187625,187516,187457,188163,188958,189978,190418,191105,191428,192570,193406,194229,194033,195444,197432,199057,199759,200182,201301,202187,203954,205350,206401,207767,209797,211049,210893,210795,211489,212683,213240,213672,213421,213008,213341,213459,213913,213872,215122,216225,217056,217745,218932,220270,221529,222759,223801,224223,224341,224516,224393,224450,225021,225730,225768,225388,225535,226364,227640,229465,230354,231099,232013,233556,235295,236447,237867,239715,241350,242519,242759,243256,244600,247790,249803,251227,250502,251290,252561,254387,255837,256943,258267,259370,260722,260426,260836,261030,263161,264964,266632,267745,268850,270372,272157,273902,275241,276959,278701,280791,282426,283703
